entity_cd,entity_name,year,district_cd,district_name,county_cd,county_name,num_teach,teach_oc,teach_inexp,needs_index,pupil_count,expenditures,overall_status,cccr_level,ela,social_studies,science,math,combined_test,grad_rate_6,grad_rate_5,grad_rate_4,grad_rate_combined
132101060011,ROY C KETCHAM SENIOR HIGH SCHOOL,2019,13210106,WAPPINGERS CENTRAL SCHOOL DISTRICT,13,DUTCHESS,125,0.928,0.08,5,1684,14588,Good Standing,4,186,216.3,209.9,132.4,176.8,90.6,92.1,93.7,92.1
132101060015,JOHN JAY SENIOR HIGH SCHOOL,2019,13210106,WAPPINGERS CENTRAL SCHOOL DISTRICT,13,DUTCHESS,144,0.895833333333333,0.0416666666666667,5,1987,13868,Good Standing,4,207,236.4,217.9,159.2,196.8,95.1,95.3,94.9,95.8
132201040005,MILLBROOK HIGH SCHOOL,2019,13220104,MILLBROOK CENTRAL SCHOOL DISTRICT,13,DUTCHESS,42,0.666666666666667,0.142857142857143,6,307,16616,Good Standing,4,219.4,222.5,218.8,154.4,197.9,98.7,98.8,98.9,98.9
140101060006,ALDEN SENIOR HIGH SCHOOL,2019,14010106,ALDEN CENTRAL SCHOOL DISTRICT,14,ERIE,46,0.804347826086957,0.0869565217391304,5,511,13567,Good Standing,4,214.5,228.6,227.8,161.3,201.3,93.1,94.8,92.9,98.4
140201060002,AMHERST CENTRAL HIGH SCHOOL,2019,14020106,AMHERST CENTRAL SCHOOL DISTRICT,14,ERIE,79,0.974683544303797,0.0126582278481013,5,861,13883,Good Standing,3,193.6,234.2,225.4,173.4,198.4,96,96.9,95.8,99
140203060004,WILLIAMSVILLE SOUTH HIGH SCHOOL,2019,14020306,WILLIAMSVILLE CENTRAL SCHOOL DISTRICT,14,ERIE,83,0.807228915662651,0.0963855421686747,5,889,13226,Good Standing,4,208.1,237.8,227.6,195.9,211.7,93.1,95,96.9,95.1
140203060010,WILLIAMSVILLE NORTH HIGH SCHOOL,2019,14020306,WILLIAMSVILLE CENTRAL SCHOOL DISTRICT,14,ERIE,120,0.825,0.075,5,1414,12640,Good Standing,4,212.8,237.5,231.8,190.4,212.3,92.1,93.6,93.8,94.9
141301060006,IROQUOIS SENIOR HIGH SCHOOL,2019,14130106,IROQUOIS CENTRAL SCHOOL DISTRICT,14,ERIE,66,0.893939393939394,0.0303030303030303,5,751,15050,Good Standing,4,230.9,237.3,232.3,178,214.3,96.8,97.3,96.4,98.6
141401060003,LAKE SHORE SENIOR HIGH SCHOOL,2019,14140106,EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE),14,ERIE,64,0.921875,0.078125,5,726,18293,Good Standing,3,164.8,219.1,210.7,130.9,169.7,91.4,91.4,91.1,91.6
141601060007,HAMBURG HIGH SCHOOL,2019,14160106,HAMBURG CENTRAL SCHOOL DISTRICT,14,ERIE,96,0.875,0.0520833333333333,5,1159,12734,Good Standing,4,220.7,236.8,229.8,204.4,219.1,95.9,95.7,95.8,95.5
141604060008,FRONTIER SENIOR HIGH SCHOOL,2019,14160406,FRONTIER CENTRAL SCHOOL DISTRICT,14,ERIE,109,0.926605504587156,0.055045871559633,5,1387,12523,Good Standing,4,187.9,234.2,225.4,157.5,191.2,92.4,93.2,93,94.2
141800010008,LACKAWANNA HIGH SCHOOL,2019,14180001,LACKAWANNA CITY SCHOOL DISTRICT,14,ERIE,48,0.645833333333333,0,3,572,16204,Good Standing,2,129.3,194.6,176.8,91.8,134.6,66.2,73.8,77,78.1
141901060008,LANCASTER HIGH SCHOOL,2019,14190106,LANCASTER CENTRAL SCHOOL DISTRICT,14,ERIE,148,0.918918918918919,0.027027027027027,5,1838,12898,Good Standing,4,221.4,235.6,227.6,175.2,209,97.1,97.1,96.5,97.7
142101040002,AKRON HIGH SCHOOL,2019,14210104,AKRON CENTRAL SCHOOL DISTRICT,14,ERIE,42,0.80952380952381,0.0238095238095238,5,442,15219,Good Standing,4,212.8,227.8,228.3,197.8,212.9,0.8,62.1,89.2,96.4
142201040001,NORTH COLLINS JUNIOR-SENIOR HIGH SCHOOL,2019,14220104,NORTH COLLINS CENTRAL SCHOOL DISTRICT,14,ERIE,38,0.605263157894737,0.0789473684210526,5,274,18717,Good Standing,4,189.4,235.1,223.4,142.6,186.4,91.7,94.2,97.6,93.3
142301060006,ORCHARD PARK HIGH SCHOOL,2019,14230106,ORCHARD PARK CENTRAL SCHOOL DISTRICT,14,ERIE,121,0.884297520661157,0.0495867768595041,6,1490,13114,Good Standing,4,215.1,240.1,233.9,203.7,218.3,97,97.9,98.6,98.2
142500010009,TONAWANDA MIDDLE/HIGH SCHOOL,2019,14250001,TONAWANDA CITY SCHOOL DISTRICT,14,ERIE,88,0.840909090909091,0.170454545454545,5,910,12404,Good Standing,4,180.2,224.4,223.1,163.2,189,89.1,91.3,91.7,93
140600010097,BUFFALO ACADEMY FOR THE VISUAL & PERFORMING ARTS,2019,14060001,BUFFALO CITY SCHOOL DISTRICT,14,ERIE,81,0.839506172839506,0.0864197530864197,2,724,12622,Good Standing,2,139.5,186.1,181.9,91.2,138,93.1,89,88.1,85.8
140600010098,MCKINLEY VOCATIONAL HIGH SCHOOL,2019,14060001,BUFFALO CITY SCHOOL DISTRICT,14,ERIE,98,0.897959183673469,0.0816326530612245,2,1036,10863,Good Standing,1,124.1,189.9,180.4,82.5,130.1,77.8,82.6,86.4,83.5
140600010101,BURGARD VOCATIONAL HIGH SCHOOL,2019,14060001,BUFFALO CITY SCHOOL DISTRICT,14,ERIE,59,0.796610169491525,0.0338983050847458,2,493,14376,Comprehensive Support and Improvement,1,83.9,161.3,161.7,87,110.8,47.6,53.6,51.5,61.8
140600010102,CITY HONORS SCHOOL AT FOSDICK MASTEN PARK,2019,14060001,BUFFALO CITY SCHOOL DISTRICT,14,ERIE,89,0.853932584269663,0.0337078651685393,2,1083,9866,Good Standing,4,234.7,241,238.5,206.3,226.8,98.6,99.3,100,99.2
140600010105,HUTCHINSON CENTRAL TECHNICAL HIGH SCHOOL,2019,14060001,BUFFALO CITY SCHOOL DISTRICT,14,ERIE,95,0.936842105263158,0,2,1153,11283,Good Standing,4,195.8,214.4,205.2,140,181.4,87.9,89.5,92.3,88.2
140600010110,SOUTH PARK HIGH SCHOOL,2019,14060001,BUFFALO CITY SCHOOL DISTRICT,14,ERIE,78,0.833333333333333,0.0128205128205128,2,859,12881,Good Standing,1,108.9,175.8,178.1,73,119.7,71.8,68.6,70.9,63
140600010128,LEONARDO DA VINCI HIGH SCHOOL,2019,14060001,BUFFALO CITY SCHOOL DISTRICT,14,ERIE,34,0.676470588235294,0,2,379,12312,Good Standing,4,168,231.4,213.4,150.6,179.3,96.9,95.5,92.7,96.9
140600010135,MIDDLE EARLY COLLEGE HIGH SCHOOL,2019,14060001,BUFFALO CITY SCHOOL DISTRICT,14,ERIE,37,0.756756756756757,0.0540540540540541,2,324,17130,Good Standing,1,126.2,186.6,163.4,92.4,129.9,90.8,89.6,92.6,85.5
140701060006,CHEEKTOWAGA HIGH SCHOOL,2019,14070106,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,14,ERIE,67,0.0597014925373134,0.0447761194029851,5,686,13390,Good Standing,3,154,205.3,192.5,115.5,155.4,89.6,91.7,91.9,93.6
140702030006,MARYVALE HIGH SCHOOL,2019,14070203,CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT,14,ERIE,56,0.892857142857143,0.0178571428571429,5,677,12397,Good Standing,2,181,231.3,218.2,155.1,186.2,76.9,85.6,91.7,88.3
140707030003,DEPEW HIGH SCHOOL,2019,14070703,DEPEW UNION FREE SCHOOL DISTRICT,14,ERIE,55,0.8,0.0181818181818182,5,556,14536,Good Standing,4,192.4,223.4,222.1,138.3,184.4,95.7,94.1,93.1,93.5
140801060006,CLARENCE SENIOR HIGH SCHOOL,2019,14080106,CLARENCE CENTRAL SCHOOL DISTRICT,14,ERIE,111,0.972972972972973,0.117117117117117,6,1467,12571,Good Standing,4,218.6,237,233.4,197.4,216.9,96.4,96.1,96.1,95.8
141101060001,GRIFFITH INSTITUTE HIGH SCHOOL,2019,14110106,SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT,14,ERIE,48,0.9375,0.0208333333333333,5,558,15241,Good Standing,4,193.6,221.1,225.2,160.2,192.5,95.2,95,97.7,92
141201060001,EDEN JUNIOR-SENIOR HIGH SCHOOL,2019,14120106,EDEN CENTRAL SCHOOL DISTRICT,14,ERIE,66,0.893939393939394,0.0757575757575758,5,749,278,Good Standing,4,205.6,229.8,228.8,182.3,205.7,95.6,95.6,96.6,94.7
142601030025,KENMORE EAST SENIOR HIGH SCHOOL,2019,14260103,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,14,ERIE,136,0.830882352941177,0.0294117647058824,5,1210,15395,Good Standing,4,193.4,225.2,209.9,149.1,185.8,89.9,91.4,91.2,93.2
142601030026,KENMORE WEST SENIOR HIGH SCHOOL,2019,14260103,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,14,ERIE,153,0.849673202614379,0.0261437908496732,5,1397,14992,Good Standing,4,187,216.5,208.7,132.7,177,92,92.5,91.4,94.2
142801060010,WEST SENECA WEST SENIOR HIGH SCHOOL,2019,14280106,WEST SENECA CENTRAL SCHOOL DISTRICT,14,ERIE,93,0.849462365591398,0.0752688172043011,5,1245,11584,Good Standing,4,174.3,226.7,213.7,151.3,181.2,86.7,88.2,85.1,92.9
142801060016,WEST SENECA EAST SENIOR HIGH SCHOOL,2019,14280106,WEST SENECA CENTRAL SCHOOL DISTRICT,14,ERIE,77,0.805194805194805,0.025974025974026,5,843,14423,Good Standing,4,177.3,223.1,224.1,155.8,185.6,84.3,90.2,91.1,95.1
150203040001,CROWN POINT CENTRAL SCHOOL,2019,15020304,CROWN POINT CENTRAL SCHOOL DISTRICT,15,ESSEX,27,1,0.148148148148148,4,291,24686,Good Standing,3,194,227.4,204.8,134.5,180.3,92.3,96.6,97.6,100
150901040004,MORIAH JUNIOR-SENIOR HIGH SCHOOL,2019,15090104,MORIAH CENTRAL SCHOOL DISTRICT,15,ESSEX,37,1,0.0810810810810811,4,323,13779,Good Standing,4,188.7,231.1,210.4,130.2,178.7,88.9,89.2,84.8,93.9
151102040001,LAKE PLACID JUNIOR-SENIOR HIGH SCHOOL,2019,15110204,LAKE PLACID CENTRAL SCHOOL DISTRICT,15,ESSEX,45,1.02222222222222,0.133333333333333,5,355,23894,Good Standing,4,193.5,214.8,225.9,153.7,189.8,92.7,92.8,93.5,92.2
151501060001,TICONDEROGA SENIOR HIGH SCHOOL,2019,15150106,TICONDEROGA CENTRAL SCHOOL DISTRICT,15,ESSEX,29,0.862068965517241,0.0689655172413793,4,252,17170,Good Standing,4,157.5,230.6,212.7,167.9,181.4,90.4,88.6,92.4,83.1
151701040001,WILLSBORO CENTRAL SCHOOL,2019,15170104,WILLSBORO CENTRAL SCHOOL DISTRICT,15,ESSEX,30,0.9,0,5,256,18226,Good Standing,4,183.9,227.4,217.7,148.4,184.4,85.7,88.1,91.7,87
160101060001,TUPPER LAKE MIDDLE-HIGH SCHOOL,2019,16010106,TUPPER LAKE CENTRAL SCHOOL DISTRICT,16,FRANKLIN,34,0.970588235294118,0.0294117647058824,5,305,20674,Good Standing,4,189.6,225,216.7,127.1,178.7,79.3,83.3,88.5,82.1
160801040002,CHATEAUGAY HIGH SCHOOL,2019,16080104,CHATEAUGAY CENTRAL SCHOOL DISTRICT,16,FRANKLIN,27,0.666666666666667,0.296296296296296,4,215,12242,Good Standing,4,198.5,231.5,230,149.2,192.7,94.6,93.7,95.7,90.7
161201040002,SALMON RIVER HIGH SCHOOL,2019,16120104,SALMON RIVER CENTRAL SCHOOL DISTRICT,16,FRANKLIN,54,0.685185185185185,0.425925925925926,4,476,17586,Good Standing,4,175.5,200,196.4,154.2,175.8,80.6,84.5,86.4,86.5
161401060002,SARANAC LAKE SENIOR HIGH SCHOOL,2019,16140106,SARANAC LAKE CENTRAL SCHOOL DISTRICT,16,FRANKLIN,37,0.891891891891892,0.162162162162162,5,348,15857,Good Standing,4,194.8,223.6,206.9,157.5,188.3,88.6,91.9,93.5,93.5
161501060014,FRANKLIN ACADEMY HIGH SCHOOL,2019,16150106,MALONE CENTRAL SCHOOL DISTRICT,16,FRANKLIN,67,0.850746268656716,0.0597014925373134,4,684,16288,Good Standing,4,168.7,193.7,201.1,117.3,161.5,88.3,86.7,87.4,84.3
161601040002,BRUSHTON-MOIRA HIGH SCHOOL,2019,16160104,BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,16,FRANKLIN,37,0.72972972972973,0.162162162162162,4,341,18751,Good Standing,3,148.8,212.2,202.4,132.9,162.5,91.2,88.5,87.9,86.5
161801040001,SAINT REGIS FALLS CENTRAL SCHOOL,2019,16180104,SAINT REGIS FALLS CENTRAL SCHOOL DISTRICT,16,FRANKLIN,36,1,0.138888888888889,4,266,17594,Good Standing,4,161.1,212.2,221.1,152.2,177.1,87.8,88.2,86.7,90
170500010009,GLOVERSVILLE HIGH SCHOOL,2019,17050001,GLOVERSVILLE CITY SCHOOL DISTRICT,17,FULTON,72,0.916666666666667,0.111111111111111,4,798,12380,Good Standing,3,144.2,206.6,188.5,104.1,147.6,73.8,72.3,71.7,71.4
170600010006,JOHNSTOWN SENIOR HIGH SCHOOL,2019,17060001,JOHNSTOWN CITY SCHOOL DISTRICT,17,FULTON,49,0.836734693877551,0.0612244897959184,5,527,12602,Good Standing,4,155.7,202,193.5,97.2,149.7,79.1,80.6,80.5,82.3
170801040002,MAYFIELD JR/SR HIGH SCHOOL,2019,17080104,MAYFIELD CENTRAL SCHOOL DISTRICT,17,FULTON,36,0.805555555555556,0.0555555555555556,5,435,10185,Good Standing,2,183.6,229.1,215.7,153,185.6,94.1,94.2,95.4,93
170901040001,NORTHVILLE HIGH SCHOOL,2019,17090104,NORTHVILLE CENTRAL SCHOOL DISTRICT,17,FULTON,28,0.857142857142857,0.178571428571429,5,249,13133,Good Standing,4,164.3,222.2,206.3,123.8,166.6,88.4,92.3,95.7,92.9
171102040004,BROADALBIN-PERTH HIGH SCHOOL,2019,17110204,BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,17,FULTON,47,0.957446808510638,0.0851063829787234,5,543,11195,Good Standing,4,198.4,228.6,221.4,160.9,194.4,91.1,91.5,92.7,90.8
180300010006,BATAVIA HIGH SCHOOL,2019,18030001,BATAVIA CITY SCHOOL DISTRICT,18,GENESEE,63,0.857142857142857,0.0476190476190476,4,630,16833,Good Standing,4,186.7,215.9,207,137.8,178.2,92,93,95.2,91.8
180701040001,BYRON-BERGEN JUNIOR/SENIOR HIGH SCHOOL,2019,18070104,BYRON-BERGEN CENTRAL SCHOOL DISTRICT,18,GENESEE,47,0.914893617021277,0.0851063829787234,5,379,17516,Good Standing,4,164.8,225,207.4,137,171.7,100,95.9,93.8,93.8
180901040002,ELBA JUNIOR-SENIOR HIGH SCHOOL,2019,18090104,ELBA CENTRAL SCHOOL DISTRICT,18,GENESEE,27,0.703703703703704,0.185185185185185,5,182,15330,Good Standing,1,193.3,228.3,220,178.3,198.1,94.5,95.4,97.2,94.6
181001060002,LE ROY JUNIOR-SENIOR HIGH SCHOOL,2019,18100106,LE ROY CENTRAL SCHOOL DISTRICT,18,GENESEE,48,0.9375,0.145833333333333,5,555,11841,Good Standing,4,208.2,228.8,232.4,182.9,207.4,97.8,95.6,95.5,93.5
181101040001,OAKFIELD-ALABAMA MIDDLE SCHOOL HIGH SCHOOL,2019,18110104,OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT,18,GENESEE,41,0.878048780487805,0.219512195121951,5,363,18460,Good Standing,4,165.7,216.7,226.9,181.5,190.2,82.8,87.1,88.9,89.5
181201040001,PAVILION JUNIOR-SENIOR HIGH SCHOOL,2019,18120104,PAVILION CENTRAL SCHOOL DISTRICT,18,GENESEE,49,0.938775510204082,0.142857142857143,5,353,17732,Good Standing,4,150.9,225.5,207.3,134.5,166.3,98.1,96.8,98.5,93.8
190301040003,CAIRO-DURHAM HIGH SCHOOL,2019,19030104,CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,19,GREENE,54,0.796296296296296,0.0555555555555556,5,364,19863,Good Standing,4,165.7,194.9,201.7,125.8,163.6,88.7,86.5,85.7,85
190701040004,GREENVILLE HIGH SCHOOL,2019,19070104,GREENVILLE CENTRAL SCHOOL DISTRICT,19,GREENE,44,0.704545454545455,0.0909090909090909,5,356,17409,Good Standing,4,180.5,221.4,203.9,127.9,172.7,98,94.2,90.8,93.8
190901040001,HUNTER-TANNERSVILLE MIDDLE SCHOOL HIGH SCHOOL,2019,19090104,HUNTER-TANNERSVILLE CENTRAL SCHOOL DISTRICT,19,GREENE,22,0.909090909090909,0.181818181818182,5,149,22113,Good Standing,3,179.3,221.7,213,164.1,186.4,89.4,89.4,85.7,93
191401040001,WINDHAM ASHLAND CENTRAL SCHOOL,2019,19140104,WINDHAM-ASHLAND-JEWETT CENTRAL SCHOOL DISTRICT,19,GREENE,37,0.972972972972973,0.135135135135135,5,312,20239,Good Standing,2,189.5,214,223.3,172.1,193.9,88.2,93.2,94.6,96.9
210302040003,WEST CANADA VALLEY JUNIOR-SENIOR HIGH SCHOOL,2019,21030204,WEST CANADA VALLEY CENTRAL SCHOOL DISTRICT,21,HERKIMER,32,0.84375,0.25,5,327,12120,Good Standing,4,183.7,210.6,222.1,115.4,172.5,92.7,94,98,91.3
210402060001,FRANKFORT-SCHUYLER CENTRAL HIGH SCHOOL,2019,21040206,FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,21,HERKIMER,26,0.730769230769231,0.0769230769230769,5,290,9062,Good Standing,4,175.4,228.8,225.4,174.6,192.2,95.6,92.3,93.2,88.2
210601060005,HERKIMER HIGH SCHOOL,2019,21060106,HERKIMER CENTRAL SCHOOL DISTRICT,21,HERKIMER,48,0.895833333333333,0.291666666666667,4,540,9878,Good Standing,4,152.6,193.9,188.6,109.6,150.9,86.4,88.8,90.7,89.4
210800050005,LITTLE FALLS HIGH SCHOOL,2019,21080005,LITTLE FALLS CITY SCHOOL DISTRICT,21,HERKIMER,36,0.666666666666667,0.0833333333333333,4,345,15344,Good Standing,4,174,219.2,222.6,134.9,176.8,86.9,84.7,82.4,84.8
211003040002,JAMES A GREEN HIGH SCHOOL,2019,21100304,DOLGEVILLE CENTRAL SCHOOL DISTRICT,21,HERKIMER,32,0.59375,0.03125,4,268,14139,Good Standing,4,161.7,221.1,218.8,108.6,163.3,89.6,89,88.5,88.9
211103040001,POLAND JUNIOR-SENIOR HIGH SCHOOL,2019,21110304,POLAND CENTRAL SCHOOL DISTRICT,21,HERKIMER,26,0.884615384615385,0.0769230769230769,4,247,18691,Good Standing,4,186.8,219.8,214.2,131.1,178,100,97.2,91.7,100
211901020001,TOWN OF WEBB SCHOOL,2019,21190102,TOWN OF WEBB UNION FREE SCHOOL DISTRICT,21,HERKIMER,29,1,0.275862068965517,6,251,16515,Good Standing,4,229.6,225.5,237.8,144.9,202.7,97.9,99.3,100,100
212001040003,MOUNT MARKHAM SENIOR HIGH SCHOOL,2019,21200104,MOUNT MARKHAM CENTRAL SCHOOL DISTRICT,21,HERKIMER,31,0.967741935483871,0.193548387096774,4,361,11332,Good Standing,4,176.9,220.5,219.9,130.1,175.7,93.1,93.3,96.2,90.7
212101040005,CENTRAL VALLEY ACADEMY,2019,21210104,CENTRAL VALLEY CSD AT ILION-MOHAWK,21,HERKIMER,52,0.980769230769231,0.115384615384615,4,614,11303,Good Standing,4,167.3,202.9,207.2,105.4,159.5,76.7,83.2,87,85.9
220101040002,SOUTH JEFFERSON HIGH SCHOOL,2019,22010104,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,22,JEFFERSON,54,0.703703703703704,0.12962962962963,5,560,12434,Good Standing,4,184.6,225.4,223.1,156.5,188.3,87.6,91.5,93.5,93.4
220301060007,INDIAN RIVER HIGH SCHOOL,2019,22030106,INDIAN RIVER CENTRAL SCHOOL DISTRICT,22,JEFFERSON,90,0.777777777777778,0.0888888888888889,4,828,16010,Good Standing,4,173.8,226.5,209.1,147.9,178.9,94.5,95.2,95.2,95.9
220401040004,GENERAL BROWN JUNIOR-SENIOR HIGH SCHOOL,2019,22040104,GENERAL BROWN CENTRAL SCHOOL DISTRICT,22,JEFFERSON,45,0.955555555555556,0.111111111111111,5,620,8471,Good Standing,4,179.1,221.8,219.4,170.4,189.9,94.8,93.5,93,92.8
220701040003,THOUSAND ISLANDS HIGH SCHOOL,2019,22070104,THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,22,JEFFERSON,35,0.714285714285714,0.228571428571429,5,298,12477,Good Standing,4,160.3,231.6,214.7,134.6,171.7,91.6,93.5,93.5,95.5
220909040010,BELLEVILLE HENDERSON CENTRAL SCHOOL,2019,22090904,BELLEVILLE-HENDERSON CENTRAL SCHOOL DISTRICT,22,JEFFERSON,38,1.13157894736842,0.0526315789473684,4,484,8382,Good Standing,4,174.4,214.4,221.1,178.9,190.7,95.4,95.5,97.4,93.7
221001040001,SACKETS HARBOR CENTRAL SCHOOL,2019,22100104,SACKETS HARBOR CENTRAL SCHOOL DISTRICT,22,JEFFERSON,41,0.975609756097561,0.219512195121951,5,432,10661,Good Standing,3,178.8,221.2,203,153,180.3,95,93.6,93,92.9
221301040001,LYME CENTRAL SCHOOL,2019,22130104,LYME CENTRAL SCHOOL DISTRICT,22,JEFFERSON,30,1.03333333333333,0.0333333333333333,4,348,12782,Good Standing,4,186,216,215,145,182.1,97.7,96.1,96.3,94.3
221401040001,LA FARGEVILLE CENTRAL SCHOOL,2019,22140104,LA FARGEVILLE CENTRAL SCHOOL DISTRICT,22,JEFFERSON,43,1.04651162790698,0.0930232558139535,4,535,11463,Good Standing,4,212.2,242.7,229.3,156.1,200.7,87.5,90.5,93.3,90.7
222000010016,WATERTOWN SENIOR HIGH SCHOOL,2019,22200001,WATERTOWN CITY SCHOOL DISTRICT,22,JEFFERSON,76,0.934210526315789,0.144736842105263,3,997,7851,Good Standing,3,192.3,219.1,202.2,130.2,176.8,76.5,78.4,77.2,81.6
222201060001,CARTHAGE SENIOR HIGH SCHOOL,2019,22220106,CARTHAGE CENTRAL SCHOOL DISTRICT,22,JEFFERSON,79,0.860759493670886,0.126582278481013,4,909,11575,Good Standing,4,164.1,209,191.5,143.1,168.2,86.1,88,88.6,89.3
230201040001,COPENHAGEN CENTRAL SCHOOL,2019,23020104,COPENHAGEN CENTRAL SCHOOL DISTRICT,23,LEWIS,38,1.18421052631579,0.131578947368421,4,472,11559,Good Standing,4,196.8,238.7,238.7,124.2,186.6,94.9,95.2,96.7,94.1
230301040002,HARRISVILLE JUNIOR-SENIOR HIGH SCHOOL,2019,23030104,HARRISVILLE CENTRAL SCHOOL DISTRICT,23,LEWIS,25,0.88,0.32,5,197,15214,Good Standing,4,140.5,204.1,193.2,113.5,150.3,93.3,89.3,86.1,88.6
231101040007,SOUTH LEWIS HIGH SCHOOL,2019,23110104,SOUTH LEWIS CENTRAL SCHOOL DISTRICT,23,LEWIS,39,0.58974358974359,0.0512820512820513,4,297,16337,Good Standing,3,165.8,216.7,198.2,124.6,164.9,86.8,88.7,90,89.2
231301040002,BEAVER RIVER SENIOR HIGH SCHOOL,2019,23130104,BEAVER RIVER CENTRAL SCHOOL DISTRICT,23,LEWIS,28,0.535714285714286,0.25,4,261,13043,Good Standing,4,177.8,234,226.4,169.4,192,93.8,95.8,96.8,96.7
240101040002,AVON HIGH SCHOOL,2019,24010104,AVON CENTRAL SCHOOL DISTRICT,24,LIVINGSTON,44,0.545454545454545,0.181818181818182,5,322,14777,Good Standing,4,201.9,226.9,211.1,151.9,190.1,92.8,95.7,94.3,100
240201040002,CALEDONIA-MUMFORD HIGH SCHOOL,2019,24020104,CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT,24,LIVINGSTON,27,0.777777777777778,0,5,240,13030,Good Standing,4,180.3,204.9,209.8,154.9,181.1,96.3,92.9,90.2,92.2
240901040001,MOUNT MORRIS MIDDLE/SENIOR HIGH SCHOOL,2019,24090104,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,24,LIVINGSTON,33,0.727272727272727,0.363636363636364,4,240,14559,Good Standing,4,156.6,196.1,180.3,90.8,144.3,77.5,81.2,97.4,68.6
241001060003,DANSVILLE HIGH SCHOOL,2019,24100106,DANSVILLE CENTRAL SCHOOL DISTRICT,24,LIVINGSTON,65,0.892307692307692,0.138461538461538,4,679,12926,Good Standing,4,172.6,223.6,216.3,136.1,175.8,86.5,91.7,91.9,96.7
241701040004,YORK MIDDLE/HIGH SCHOOL,2019,24170104,YORK CENTRAL SCHOOL DISTRICT,24,LIVINGSTON,40,0.75,0.025,5,343,14751,Good Standing,4,190,230,219.1,170,194.2,100,98.8,98.5,97.9
250109040001,BROOKFIELD CENTRAL SCHOOL,2019,25010904,BROOKFIELD CENTRAL SCHOOL DISTRICT,25,MADISON,22,1,0.136363636363636,4,228,18216,Good Standing,4,204.8,225.8,212.9,129,183.7,97,96.9,97.1,96.6
250201060002,CAZENOVIA HIGH SCHOOL,2019,25020106,CAZENOVIA CENTRAL SCHOOL DISTRICT,25,MADISON,55,0.890909090909091,0.0727272727272727,5,620,12393,Good Standing,4,212.7,235,233,188.6,211.7,96.8,95.3,97.1,92.1
250301040001,DERUYTER HIGH SCHOOL,2019,25030104,DERUYTER CENTRAL SCHOOL DISTRICT,25,MADISON,28,0.75,0.107142857142857,4,185,18589,Good Standing,4,163.7,204.9,210.8,122.5,165,91.9,92.3,94.1,90.9
250401040004,MORRISVILLE MIDDLE SCHOOL HIGH SCHOOL,2019,25040104,MORRISVILLE-EATON CENTRAL SCHOOL DISTRICT,25,MADISON,34,0.941176470588235,0.0588235294117647,4,330,12522,Good Standing,4,177.8,236.1,225,141.7,182.7,88.9,91.6,94.1,91.8
250701040001,HAMILTON JUNIOR-SENIOR HIGH SCHOOL,2019,25070104,HAMILTON CENTRAL SCHOOL DISTRICT,25,MADISON,33,0.606060606060606,0.181818181818182,5,298,10985,Good Standing,3,189.1,226.6,215.6,175,194.5,92.9,96,95.2,100
251101040003,MADISON CENTRAL SCHOOL,2019,25110104,MADISON CENTRAL SCHOOL DISTRICT,25,MADISON,41,0.926829268292683,0.219512195121951,4,456,12836,Good Standing,4,170,220,225,143.8,179,94.6,90.4,91.2,85.3
251400010009,ONEIDA SENIOR HIGH SCHOOL,2019,25140001,ONEIDA CITY SCHOOL DISTRICT,25,MADISON,53,0.924528301886792,0.0754716981132075,5,585,16184,Good Standing,4,163.1,223.4,215.1,143.7,174.9,81.3,83,85.5,82.3
251501040001,STOCKBRIDGE VALLEY CENTRAL SCHOOL,2019,25150104,STOCKBRIDGE VALLEY CENTRAL SCHOOL DISTRICT,25,MADISON,44,0.954545454545455,0.227272727272727,5,409,14623,Good Standing,2,175,228.3,198.3,120,167.8,93.9,96.6,97.2,98.7
251601060005,CHITTENANGO HIGH SCHOOL,2019,25160106,CHITTENANGO CENTRAL SCHOOL DISTRICT,25,MADISON,59,0.864406779661017,0.0338983050847458,5,638,13440,Good Standing,4,204.9,227.8,217.6,175.4,200.4,89,91,89.4,94.6
260101060004,BRIGHTON HIGH SCHOOL,2019,26010106,BRIGHTON CENTRAL SCHOOL DISTRICT,26,MONROE,107,0.953271028037383,0.121495327102804,6,1171,13504,Good Standing,4,218.5,235.4,235.9,193.9,216,95.9,98,99.3,98.9
260501060008,OLYMPIA HIGH SCHOOL,2019,26050106,GREECE CENTRAL SCHOOL DISTRICT,26,MONROE,114,0.894736842105263,0.0789473684210526,5,1065,13700,Good Standing,4,140.1,186.3,195.8,115.5,149.4,94.7,93.2,94.4,90.6
